university name,program,country,gre score,toefl score,cgpa,deadline,required documents,tuition fee,chance of admit
mit,Computer Science,USA,324,117,6.5,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55000,0.5
university of edinburgh,Machine Learning,UK,329,110,9.18,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.72
heidelberg university,Data Science,Germany,305,110,7.1,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.43
stanford university,Data Science,USA,302,112,9.51,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57000,0.58
harvard university,Business Analytics,USA,339,96,9.78,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.74
university of manchester,Data Analytics,UK,331,109,6.6,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.53
mcgill university,Engineering,Canada,319,119,7.85,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.54
heidelberg university,Data Science,Germany,308,101,9.92,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.5
eth zurich,Computer Science,Switzerland,306,113,7.93,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal",1500,0.43
mcgill university,Engineering,Canada,308,112,9.45,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.61
mcgill university,Engineering,Canada,317,97,8.35,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.49
mit,Computer Science,USA,315,92,7.5,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55000,0.46
university of manchester,Data Analytics,UK,326,96,7.14,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.52
university of edinburgh,Machine Learning,UK,315,100,6.81,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.3
rwth aachen,Engineering,Germany,312,103,9.05,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.53
heidelberg university,Data Science,Germany,298,117,7.55,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.3
eth zurich,Computer Science,Switzerland,301,105,8.05,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal",1500,0.55
rwth aachen,Engineering,Germany,290,93,7.97,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.3
university of manchester,Data Analytics,UK,290,108,8.31,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.42
carnegie mellon university,AI & Machine Learning,USA,336,105,9.46,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58000,0.59
university of toronto,Computer Science,Canada,323,117,9.92,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.65
mcgill university,Engineering,Canada,321,104,7.63,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.58
university of melbourne,AI & ML,Australia,337,118,9.31,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.72
heidelberg university,Data Science,Germany,314,100,9.06,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.56
university of edinburgh,Machine Learning,UK,329,117,8.29,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.64
tu munich,Computer Science,Germany,334,116,9.82,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.74
uc berkeley,Electrical Engineering,USA,290,106,6.8,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.3
university of melbourne,AI & ML,Australia,305,116,6.44,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.36
harvard university,Business Analytics,USA,328,113,9.42,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.68
university of manchester,Data Analytics,UK,294,106,7.76,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.4
tu munich,Computer Science,Germany,311,115,9.39,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.61
harvard university,Business Analytics,USA,318,102,9.57,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.54
university of waterloo,Software Engineering,Canada,292,107,6.25,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",22000,0.3
university of melbourne,AI & ML,Australia,301,108,9.53,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.55
university of oxford,Computer Science,UK,315,117,7.79,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",38000,0.62
eth zurich,Computer Science,Switzerland,305,95,8.04,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal",1500,0.3
university of sydney,Data Science,Australia,326,92,8.51,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.47
mcgill university,Engineering,Canada,311,99,9.71,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.48
university of cambridge,Data Science,UK,318,108,6.08,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37000,0.48
carnegie mellon university,AI & Machine Learning,USA,303,94,7.91,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58000,0.47
university of edinburgh,Machine Learning,UK,317,111,8.75,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.57
carnegie mellon university,AI & Machine Learning,USA,294,106,8.89,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58000,0.49
tu munich,Computer Science,Germany,336,106,8.77,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.69
university of edinburgh,Machine Learning,UK,338,115,6.54,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.57
university of edinburgh,Machine Learning,UK,319,113,7.2,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.5
carnegie mellon university,AI & Machine Learning,USA,335,105,7.43,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58000,0.57
university of waterloo,Software Engineering,Canada,294,117,9.22,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",22000,0.46
mcgill university,Engineering,Canada,301,119,7.12,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.41
university of toronto,Computer Science,Canada,305,114,6.84,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.46
mit,Computer Science,USA,315,105,9.83,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55000,0.56
tu munich,Computer Science,Germany,315,115,6.04,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.47
singapore management university,Electrical Engineering,Singapore,305,98,7.06,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15571,0.72
eth zurich,AI & ML,Switzerland,338,106,8.06,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1395,0.59
uc berkeley,Computational Finance,USA,331,118,8.44,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",45413,0.64
mit,Business Analytics,USA,338,115,8.56,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57881,0.59
university of nottingham,Electrical Engineering,UK,316,101,7.89,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",22177,0.79
university of nottingham,AI & ML,UK,322,99,8.41,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24533,0.83
georgia tech,Data Analytics,USA,322,109,9.47,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",32953,0.72
deakin university,Cybersecurity,Australia,295,91,6.39,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",25745,0.75
university college dublin,AI & ML,Ireland,324,95,7.73,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",19002,0.79
concordia university,Computational Finance,Canada,297,90,7.61,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",16229,0.81
university college london,Cloud Computing,UK,323,102,7.92,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",33323,0.64
free university berlin,Cloud Computing,Germany,325,104,6.83,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",571,0.82
university of hamburg,AI & Robotics,Germany,323,103,8.56,"May 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1435,0.81
duke university,Robotics Engineering,USA,330,102,9.01,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55449,0.74
university college dublin,Information Systems,Ireland,324,92,7.38,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",20440,0.78
epfl,Computer Science,Switzerland,328,113,9.54,"Jan 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1693,0.6
arizona state university,Human-Computer Interaction,USA,290,88,7.93,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",25731,0.79
nanyang technological university,AI & Machine Learning,Singapore,331,109,8.75,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17661,0.64
tu berlin,Computer Science,Germany,324,100,7.62,"May 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",658,0.84
university of manchester,Software Engineering,UK,316,107,9.26,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23322,0.72
georgia tech,Computational Finance,USA,319,104,8.82,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",34251,0.66
eindhoven university of technology,Information Systems,Netherlands,321,106,8.93,"May 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17634,0.7
karlsruhe institute of technology,Human-Computer Interaction,Germany,318,107,7.95,"Dec 01, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1884,0.67
university of alberta,Digital Transformation,Canada,312,90,6.66,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",21584,0.67
carnegie mellon university,Machine Learning,USA,327,112,8.56,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",52988,0.58
university of geneva,Digital Transformation,Switzerland,320,97,8.3,"Mar 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1767,0.77
osaka university,Information Systems,Japan,326,113,8.32,"Dec 15, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",6486,0.74
university of tokyo,Electrical Engineering,Japan,326,117,9.46,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",4447,0.59
university of hamburg,Human-Computer Interaction,Germany,309,103,6.92,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1694,0.77
purdue university,Human-Computer Interaction,USA,322,93,6.62,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",29214,0.79
mcmaster university,Business Analytics,Canada,318,105,7.61,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",21642,0.76
mit,Cloud Computing,USA,333,119,8.57,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",59853,0.64
humboldt university berlin,Engineering,Germany,321,109,7.94,"Nov 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",439,0.7
university of michigan,Machine Learning,USA,316,101,8.67,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",48059,0.63
university of bonn,AI & ML,Germany,310,92,7.87,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2665,0.73
university of bern,Software Engineering,Switzerland,323,91,7.92,"Nov 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1717,0.8
university college london,AI & Robotics,UK,321,110,7.98,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",32621,0.7
university of edinburgh,Human-Computer Interaction,UK,325,102,7.52,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",31544,0.71
purdue university,Computational Finance,USA,311,106,7.11,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",28429,0.79
university of southampton,AI & Machine Learning,UK,310,104,8.42,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25881,0.8
kyoto university,Robotics Engineering,Japan,325,114,9.86,"Feb 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",4224,0.6
university of washington,Computational Finance,USA,319,108,8.06,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",37862,0.64
singapore management university,AI & Robotics,Singapore,321,105,7.08,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15208,0.8
university of oxford,Data Analytics,UK,325,115,9.54,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37609,0.58
university of adelaide,Computational Finance,Australia,318,107,6.52,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",28308,0.77
university of southampton,Digital Transformation,UK,322,94,7.49,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23171,0.77
columbia university,Cybersecurity,USA,321,107,8.83,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57448,0.74
university of queensland,Network Engineering,Australia,319,107,9.23,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",32725,0.66
