id,content
402,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 92     - Minimum CGPA: 9.31      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.55"
403,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 115     - Minimum CGPA: 9.94      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.83"
404,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 106     - Minimum CGPA: 7.15      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.4"
405,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 119     - Minimum CGPA: 9.84      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.7"
406,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 339     - TOEFL Score: 114     - Minimum CGPA: 7.56      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.64"
407,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 101     - Minimum CGPA: 7.54      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.39"
408,"uc berkeley in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 110     - Minimum CGPA: 7.36      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44000      Admission Insight:     - Chance of Admission: 0.5"
409,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 302     - TOEFL Score: 108     - Minimum CGPA: 8.17      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.44"
410,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 296     - TOEFL Score: 96     - Minimum CGPA: 6.62      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.3"
411,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 95     - Minimum CGPA: 8.21      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.5"
412,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 101     - Minimum CGPA: 8.17      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.52"
413,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 309     - TOEFL Score: 115     - Minimum CGPA: 9.05      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.65"
414,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 290     - TOEFL Score: 108     - Minimum CGPA: 9.33      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.55"
415,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 297     - TOEFL Score: 101     - Minimum CGPA: 7.76      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.55"
416,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 108     - Minimum CGPA: 7.21      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.56"
417,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 119     - Minimum CGPA: 7.04      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.48"
418,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 303     - TOEFL Score: 111     - Minimum CGPA: 6.78      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.42"
419,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 301     - TOEFL Score: 115     - Minimum CGPA: 6.23      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.38"
420,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 96     - Minimum CGPA: 7.37      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.44"
421,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 304     - TOEFL Score: 93     - Minimum CGPA: 7.08      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.32"
422,"harvard university in USA offers the program Business Analytics.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 97     - Minimum CGPA: 9.87      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 54000      Admission Insight:     - Chance of Admission: 0.49"
423,"university of oxford in UK offers the program Computer Science.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 112     - Minimum CGPA: 8.23      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 38000      Admission Insight:     - Chance of Admission: 0.66"
424,"university of oxford in UK offers the program Computer Science.      Admission Requirements:     - GRE Score: 291     - TOEFL Score: 93     - Minimum CGPA: 7.39      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 38000      Admission Insight:     - Chance of Admission: 0.3"
425,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 104     - Minimum CGPA: 8.32      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.57"
426,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 102     - Minimum CGPA: 6.56      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.49"
427,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 102     - Minimum CGPA: 7.78      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.49"
